Assay	Cell Type	Molecule
CAGE	neuroblastoma cell line:NH-12	
CAGE	small cell lung carcinoma cell line:WA-hT	
CAGE	small cell lung carcinoma cell line:WA-hT	
CAGE	xeroderma pigentosum b cell line:XPL 17	
CAGE	xeroderma pigentosum b cell line:XPL 17	
CAGE	embryonic pancreas cell line:2C6	
CAGE	embryonic pancreas cell line:2C6	
CAGE	neuroblastoma cell line:NBsusSR	
CAGE	neuroblastoma cell line:NBsusSR	
CAGE	gastric adenocarcinoma cell line:MKN45	
CAGE	gastric adenocarcinoma cell line:MKN45	
CAGE	choriocarcinoma cell line:T3M-3	
CAGE	choriocarcinoma cell line:T3M-3	
CAGE	myxofibrosarcoma cell line:NMFH-1	
CAGE	myxofibrosarcoma cell line:NMFH-1	
CAGE	Krukenberg tumor cell line:HSKTC	
CAGE	Krukenberg tumor cell line:HSKTC	
CAGE	glassy cell carcinoma cell line:HOKUG	
CAGE	glassy cell carcinoma cell line:HOKUG	
CAGE	large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF	
CAGE	large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF	
CAGE	serous cystadenocarcinoma cell line:HTOA	
CAGE	serous cystadenocarcinoma cell line:HTOA	
CAGE	tridermal teratoma cell line:HGRT	
CAGE	tridermal teratoma cell line:HGRT	
CAGE	sacrococcigeal teratoma cell line:HTST	
CAGE	sacrococcigeal teratoma cell line:HTST	
CAGE	peripheral neuroectodermal tumor cell line:KU-SN	
CAGE	peripheral neuroectodermal tumor cell line:KU-SN	
CAGE	pancreatic carcinoma cell line:NOR-P1	
CAGE	pancreatic carcinoma cell line:NOR-P1	
CAGE	chondrosarcoma cell line:SW 1353	
CAGE	chondrosarcoma cell line:SW 1353	
CAGE	carcinoid cell line:NCI-H1770	
CAGE	carcinoid cell line:NCI-H1770	
CAGE	osteoclastoma cell line:Hs 706.T	
CAGE	osteoclastoma cell line:Hs 706.T	
CAGE	Ewing's sarcoma cell line:Hs 863.T	
CAGE	Ewing's sarcoma cell line:Hs 863.T	
CAGE	transitional cell carcinoma cell line:Hs 769.T	
CAGE	transitional cell carcinoma cell line:Hs 769.T	
CAGE	alveolar cell carcinoma cell line:SW 1573	
CAGE	alveolar cell carcinoma cell line:SW 1573	
CAGE	bronchioalveolar carcinoma cell line:NCI-H358	
CAGE	bronchioalveolar carcinoma cell line:NCI-H358	
CAGE	bronchogenic carcinoma cell line:ChaGo-K-1	
CAGE	bronchogenic carcinoma cell line:ChaGo-K-1	
CAGE	fibrous histiocytoma cell line:GCT TIB-223	
CAGE	fibrous histiocytoma cell line:GCT TIB-223	
CAGE	hairy cell leukemia cell line:Mo	
CAGE	hairy cell leukemia cell line:Mo	
CAGE	acantholytic squamous carcinoma cell line:HCC1806	
CAGE	acantholytic squamous carcinoma cell line:HCC1806	
CAGE	biphenotypic B myelomonocytic leukemia cell line:MV-4-11	
CAGE	biphenotypic B myelomonocytic leukemia cell line:MV-4-11	
CAGE	carcinoid cell line:SK-PN-DW	
CAGE	carcinoid cell line:SK-PN-DW	
CAGE	leiomyoblastoma cell line:G-402	
CAGE	leiomyoblastoma cell line:G-402	
CAGE	pharyngeal carcinoma cell line:Detroit 562	
CAGE	pharyngeal carcinoma cell line:Detroit 562	
CAGE	liposarcoma cell line:SW 872	
CAGE	liposarcoma cell line:SW 872	
CAGE	lymphangiectasia cell line:DS-1	
CAGE	lymphangiectasia cell line:DS-1	
CAGE	neuroepithelioma cell line:SK-N-MC	
CAGE	neuroepithelioma cell line:SK-N-MC	
CAGE	neurofibroma cell line:Hs 53.T	
CAGE	neurofibroma cell line:Hs 53.T	
CAGE	pagetoid sarcoma cell line:Hs 925.T	
CAGE	pagetoid sarcoma cell line:Hs 925.T	
CAGE	spindle cell sarcoma cell line:Hs 132.T	
CAGE	spindle cell sarcoma cell line:Hs 132.T	
CAGE	mycosis fungoides, T cell lymphoma cell line:HuT 102 TIB-162	
CAGE	mycosis fungoides, T cell lymphoma cell line:HuT 102 TIB-162	
CAGE	leukemia, chronic megakaryoblastic cell line:MEG-01	
CAGE	leukemia, chronic megakaryoblastic cell line:MEG-01	
CAGE	fibrosarcoma cell line:HT-1080	
CAGE	fibrosarcoma cell line:HT-1080	
CAGE	medulloblastoma cell line:ONS-76	
CAGE	medulloblastoma cell line:ONS-76	
CAGE	bronchial squamous cell carcinoma cell line:KNS-62	
CAGE	bronchial squamous cell carcinoma cell line:KNS-62	
CAGE	acute myeloid leukemia (FAB M2) cell line:NKM-1	
CAGE	acute myeloid leukemia (FAB M2) cell line:NKM-1	
CAGE	chronic myelogenous leukemia (CML) cell line:MEG-A2	
CAGE	chronic myelogenous leukemia (CML) cell line:MEG-A2	
CAGE	neuroectodermal tumor cell line:TASK1	
CAGE	neuroectodermal tumor cell line:TASK1	
CAGE	NK T cell leukemia cell line:KHYG-1	
CAGE	NK T cell leukemia cell line:KHYG-1	
CAGE	hepatic mesenchymal tumor cell line:LI90	
CAGE	hepatic mesenchymal tumor cell line:LI90	
CAGE	somatostatinoma cell line:QGP-1	
CAGE	somatostatinoma cell line:QGP-1	
CAGE	liposarcoma cell line:KMLS-1	
CAGE	liposarcoma cell line:KMLS-1	
CAGE	thyroid carcinoma cell line:TCO-1	
CAGE	thyroid carcinoma cell line:TCO-1	
CAGE	mucinous cystadenocarcinoma cell line:MCAS	
CAGE	mucinous cystadenocarcinoma cell line:MCAS	
CAGE	choriocarcinoma cell line:SCH	
CAGE	choriocarcinoma cell line:SCH	
CAGE	testicular germ cell embryonal carcinoma cell line:ITO-II	
CAGE	testicular germ cell embryonal carcinoma cell line:ITO-II	
CAGE	rhabdomyosarcoma cell line:KYM-1	
CAGE	rhabdomyosarcoma cell line:KYM-1	
CAGE	teratocarcinoma cell line:NCC-IT-A3	
CAGE	teratocarcinoma cell line:NCC-IT-A3	
CAGE	keratoacanthoma cell line:HKA-1	
CAGE	keratoacanthoma cell line:HKA-1	
CAGE	anaplastic large cell lymphoma cell line:Ki-JK	
CAGE	anaplastic large cell lymphoma cell line:Ki-JK	
CAGE	adenocarcinoma cell line:IM95m	
CAGE	adenocarcinoma cell line:IM95m	
CAGE	tubular adenocarcinoma cell line:SUIT-2	
CAGE	tubular adenocarcinoma cell line:SUIT-2	
CAGE	teratocarcinoma cell line:NCR-G1	
CAGE	teratocarcinoma cell line:NCR-G1	
CAGE	small cell cervical cancer cell line:HCSC-1	
CAGE	small cell cervical cancer cell line:HCSC-1	
CAGE	chronic myeloblastic leukemia (CML) cell line:KCL-22	
CAGE	chronic myeloblastic leukemia (CML) cell line:KCL-22	
CAGE	acute myeloid leukemia (FAB M7) cell line:MKPL-1	
CAGE	acute myeloid leukemia (FAB M7) cell line:MKPL-1	
CAGE	anaplastic squamous cell carcinoma cell line:RPMI 2650	
CAGE	anaplastic squamous cell carcinoma cell line:RPMI 2650	
CAGE	teratocarcinoma cell line:PA-1	
CAGE	teratocarcinoma cell line:PA-1	
CAGE	hereditary spherocytic anemia cell line:WIL2-NS	
CAGE	hereditary spherocytic anemia cell line:WIL2-NS	
CAGE	Wilms' tumor cell line:G-401	
CAGE	Wilms' tumor cell line:G-401	
CAGE	adrenal cortex adenocarcinoma cell line:SW-13	
CAGE	adrenal cortex adenocarcinoma cell line:SW-13	
CAGE	normal embryonic palatal mesenchymal cell line:HEPM	
CAGE	normal embryonic palatal mesenchymal cell line:HEPM	
CAGE	Gingival epithelial cells,  (GEA14)	
CAGE	Gingival epithelial cells,  (GEA14)	
CAGE	Gingival epithelial cells,  (GEA15)	
CAGE	Gingival epithelial cells,  (GEA15)	
CAGE	Smooth Muscle Cells - Prostate,	
CAGE	Smooth Muscle Cells - Prostate,	
CAGE	Smooth Muscle Cells - Uterine,	
CAGE	Smooth Muscle Cells - Uterine,	
CAGE	Endothelial Cells - Thoracic,	
CAGE	Endothelial Cells - Thoracic,	
CAGE	clear cell carcinoma cell line:TEN	
CAGE	clear cell carcinoma cell line:TEN	
CAGE	bone marrow stromal cell line:StromaNKtert	
CAGE	bone marrow stromal cell line:StromaNKtert	
CAGE	basal cell carcinoma cell line:TE 354.T	
CAGE	basal cell carcinoma cell line:TE 354.T	
CAGE	pleomorphic hepatocellular carcinoma cell line:SNU-387	
CAGE	pleomorphic hepatocellular carcinoma cell line:SNU-387	
CAGE	myelodysplastic syndrome cell line:SKM-1	
CAGE	myelodysplastic syndrome cell line:SKM-1	
CAGE	lymphoma, malignant, hairy B-cell cell line:MLMA	
CAGE	lymphoma, malignant, hairy B-cell cell line:MLMA	
CAGE	breast carcinoma cell line:MCF7	
CAGE	breast carcinoma cell line:MCF7	
CAGE	mixed mullerian tumor cell line:HTMMT	
CAGE	mixed mullerian tumor cell line:HTMMT	
CAGE	meningioma cell line:HKBMM	
CAGE	meningioma cell line:HKBMM	
CAGE	Whole blood (ribopure), , donation3	
CAGE	Whole blood (ribopure), , donation3	
CAGE	normal intestinal epithelial cell line:FHs 74 Int	
CAGE	normal intestinal epithelial cell line:FHs 74 Int	
CAGE	Fibroblast - Gingival,  (GFH3)	
CAGE	Fibroblast - Gingival,  (GFH3)	
CAGE	Fibroblast - Periodontal Ligament,  (PL30)	
CAGE	Fibroblast - Periodontal Ligament,  (PL30)	
CAGE	Prostate Epithelial Cells,	
CAGE	Prostate Epithelial Cells,	
CAGE	Endothelial Cells - Artery,	
CAGE	Endothelial Cells - Artery,	
CAGE	Hair Follicle Dermal Papilla Cells,	
CAGE	Hair Follicle Dermal Papilla Cells,	
CAGE	Fibroblast - Periodontal Ligament,  (PLH3)	
CAGE	Fibroblast - Periodontal Ligament,  (PLH3)	
CAGE	Dendritic Cells - monocyte immature derived,	
CAGE	Dendritic Cells - monocyte immature derived,	
CAGE	Preadipocyte - perirenal,	
CAGE	Preadipocyte - perirenal,	
CAGE	Adipocyte - perirenal,	
CAGE	Adipocyte - perirenal,	
CAGE	Schwann Cells,	
CAGE	Schwann Cells,	
CAGE	Renal Glomerular Endothelial Cells,	
CAGE	Renal Glomerular Endothelial Cells,	
CAGE	Hepatic Sinusoidal Endothelial Cells,	
CAGE	Hepatic Sinusoidal Endothelial Cells,	
CAGE	CD19+ B Cells (pluriselect), , donation2	
CAGE	CD19+ B Cells (pluriselect), , donation2	
CAGE	CD8+ T Cells (pluriselect), , donation1	
CAGE	CD8+ T Cells (pluriselect), , donation1	
CAGE	CD19+ B Cells (pluriselect), , donation1	
CAGE	CD19+ B Cells (pluriselect), , donation1	
CAGE	CD8+ T Cells (pluriselect), , donation2	
CAGE	CD8+ T Cells (pluriselect), , donation2	
CAGE	CD8+ T Cells (pluriselect), , donation3	
CAGE	CD8+ T Cells (pluriselect), , donation3	
CAGE	CD19+ B Cells (pluriselect), , donation3	
CAGE	CD19+ B Cells (pluriselect), , donation3	
CAGE	mesodermal tumor cell line:HIRS-BM	
CAGE	mesodermal tumor cell line:HIRS-BM	
CAGE	leiomyosarcoma cell line:Hs 5.T	
CAGE	leiomyosarcoma cell line:Hs 5.T	
CAGE	non-small cell lung cancer cell line:NCI-H1385	
CAGE	non-small cell lung cancer cell line:NCI-H1385	
CAGE	CD34+ Progenitors,	
CAGE	CD34+ Progenitors,	
CAGE	spinal cord, adult,	
CAGE	spinal cord, adult,	
CAGE	pineal gland, adult,	
CAGE	pineal gland, adult,	
CAGE	pituitary gland, adult,	
CAGE	pituitary gland, adult,	
CAGE	medial frontal gyrus, adult,	
CAGE	medial frontal gyrus, adult,	
CAGE	amygdala, adult,	
CAGE	amygdala, adult,	
CAGE	hippocampus, adult,	
CAGE	hippocampus, adult,	
CAGE	thalamus, adult,	
CAGE	thalamus, adult,	
CAGE	medulla oblongata, adult,	
CAGE	medulla oblongata, adult,	
CAGE	medial temporal gyrus, adult,	
CAGE	medial temporal gyrus, adult,	
CAGE	parietal lobe, adult,	
CAGE	parietal lobe, adult,	
CAGE	substantia nigra, adult,	
CAGE	substantia nigra, adult,	
CAGE	globus pallidus, adult,	
CAGE	globus pallidus, adult,	
CAGE	occipital cortex, adult,	
CAGE	occipital cortex, adult,	
CAGE	caudate nucleus, adult,	
CAGE	caudate nucleus, adult,	
CAGE	locus coeruleus, adult,	
CAGE	locus coeruleus, adult,	
CAGE	cerebellum, adult,	
CAGE	cerebellum, adult,	
CAGE	putamen, adult,	
CAGE	putamen, adult,	
CAGE	epitheloid carcinoma cell line: HelaS3 ENCODE, biol_	
CAGE	epitheloid carcinoma cell line: HelaS3 ENCODE, biol_	
CAGE	hepatocellular carcinoma cell line: HepG2 ENCODE, biol_	
CAGE	hepatocellular carcinoma cell line: HepG2 ENCODE, biol_	
CAGE	B lymphoblastoid cell line: GM12878 ENCODE, biol_	
CAGE	B lymphoblastoid cell line: GM12878 ENCODE, biol_	
CAGE	chronic myelogenous leukemia cell line:K562 ENCODE, biol_	
CAGE	chronic myelogenous leukemia cell line:K562 ENCODE, biol_	
CAGE	Neurons,	
CAGE	Neurons,	
CAGE	Hair Follicle Outer Root Sheath Cells,	
CAGE	Hair Follicle Outer Root Sheath Cells,	
CAGE	Hepatocyte,	
CAGE	Hepatocyte,	
CAGE	Cardiac Myocyte,	
CAGE	Cardiac Myocyte,	
CAGE	Lens Epithelial Cells,	
CAGE	Lens Epithelial Cells,	
CAGE	CD19+ B Cells,	
CAGE	CD19+ B Cells,	
CAGE	Melanocyte - dark,	
CAGE	Melanocyte - dark,	
CAGE	testicular germ cell embryonal carcinoma cell line:NEC14	
CAGE	testicular germ cell embryonal carcinoma cell line:NEC14	
CAGE	testicular germ cell embryonal carcinoma cell line:NEC15	
CAGE	testicular germ cell embryonal carcinoma cell line:NEC15	
CAGE	mesenchymal precursor cell - adipose,	
CAGE	mesenchymal precursor cell - adipose,	
CAGE	mesenchymal precursor cell - bone marrow,	
CAGE	mesenchymal precursor cell - bone marrow,	
CAGE	mesenchymal precursor cell - cardiac,	
CAGE	mesenchymal precursor cell - cardiac,	
CAGE	mesenchymal precursor cell - ovarian cancer left ovary,	
CAGE	mesenchymal precursor cell - ovarian cancer left ovary,	
CAGE	mesenchymal precursor cell - ovarian cancer right ovary,	
CAGE	mesenchymal precursor cell - ovarian cancer right ovary,	
CAGE	mesenchymal precursor cell - ovarian cancer metastasis,	
CAGE	mesenchymal precursor cell - ovarian cancer metastasis,	
CAGE	mesenchymal precursor cell - ovarian cancer right ovary,  (SOC-57-02)	
CAGE	mesenchymal precursor cell - ovarian cancer right ovary,  (SOC-57-02)	
CAGE	amniotic membrane cells,	
CAGE	amniotic membrane cells,	
CAGE	chorionic membrane cells,	
CAGE	chorionic membrane cells,	
CAGE	Mesenchymal stem cells - umbilical,	
CAGE	Mesenchymal stem cells - umbilical,	
CAGE	Fibroblast - Periodontal Ligament,  (PL29)	
CAGE	Fibroblast - Periodontal Ligament,  (PL29)	
CAGE	common myeloid progenitor CMP,	
CAGE	common myeloid progenitor CMP,	
CAGE	granulocyte macrophage progenitor,	
CAGE	granulocyte macrophage progenitor,	
CAGE	promyelocytes/myelocytes PMC,	
CAGE	promyelocytes/myelocytes PMC,	
CAGE	neutrophil PMN,	
CAGE	neutrophil PMN,	
CAGE	Mallassez-derived cells,  (MZH3)	
CAGE	Mallassez-derived cells,  (MZH3)	
CAGE	CD133+ stem cells - cord blood derived, pool1	
CAGE	CD133+ stem cells - cord blood derived, pool1	
CAGE	Basophils,	
CAGE	Basophils,	
CAGE	Eosinophils,	
CAGE	Eosinophils,	
CAGE	CD133+ stem cells - adult bone marrow derived, pool1	
CAGE	CD133+ stem cells - adult bone marrow derived, pool1	
CAGE	CD34+ stem cells - adult bone marrow derived, , tech_	
CAGE	CD34+ stem cells - adult bone marrow derived, , tech_	
CAGE	nasal epithelial cells, , tech_	
CAGE	nasal epithelial cells, , tech_	
CAGE	mature adipocyte,	
CAGE	mature adipocyte,	
CAGE	Mast cell,	
CAGE	Mast cell,	
CAGE	Smooth Muscle Cells - Umbilical Vein,	
CAGE	Smooth Muscle Cells - Umbilical Vein,	
CAGE	nasal epithelial cells,	
CAGE	nasal epithelial cells,	
CAGE	Oligodendrocyte - precursors,	
CAGE	Oligodendrocyte - precursors,	
CAGE	Perineurial Cells,	
CAGE	Perineurial Cells,	
CAGE	Smooth Muscle Cells - Intestinal,	
CAGE	Smooth Muscle Cells - Intestinal,	
CAGE	Iris Pigment Epithelial Cells,	
CAGE	Iris Pigment Epithelial Cells,	
CAGE	diencephalon, adult	
CAGE	diencephalon, adult	
CAGE	olfactory region, adult	
CAGE	olfactory region, adult	
CAGE	tenocyte,	
CAGE	tenocyte,	
CAGE	medulloblastoma cell line:D283 Med	
CAGE	medulloblastoma cell line:D283 Med	
CAGE	large cell lung carcinoma cell line:NCI-H460	
CAGE	large cell lung carcinoma cell line:NCI-H460	
CAGE	plasma cell leukemia cell line:ARH-77	
CAGE	plasma cell leukemia cell line:ARH-77	
CAGE	small cell lung carcinoma cell line:DMS 144	
CAGE	small cell lung carcinoma cell line:DMS 144	
CAGE	small cell lung carcinoma cell line:NCI-H82	
CAGE	small cell lung carcinoma cell line:NCI-H82	
CAGE	salivary acinar cells,	
CAGE	salivary acinar cells,	
CAGE	merkel cell carcinoma cell line:MKL-1	
CAGE	merkel cell carcinoma cell line:MKL-1	
CAGE	merkel cell carcinoma cell line:MS-1	
CAGE	merkel cell carcinoma cell line:MS-1	
CAGE	cerebral meninges, adult	
CAGE	cerebral meninges, adult	
CAGE	appendix, adult	
CAGE	appendix, adult	
CAGE	artery, adult	
CAGE	artery, adult	
CAGE	vein, adult	
CAGE	vein, adult	
CAGE	bone marrow, adult	
CAGE	bone marrow, adult	
CAGE	ductus deferens, adult	
CAGE	ductus deferens, adult	
CAGE	epididymis, adult	
CAGE	epididymis, adult	
CAGE	gall bladder, adult	
CAGE	gall bladder, adult	
CAGE	parotid gland, adult	
CAGE	parotid gland, adult	
CAGE	penis, adult	
CAGE	penis, adult	
CAGE	seminal vesicle, adult	
CAGE	seminal vesicle, adult	
CAGE	submaxillary gland, adult	
CAGE	submaxillary gland, adult	
CAGE	tongue, adult	
CAGE	tongue, adult	
CAGE	vagina, adult	
CAGE	vagina, adult	
CAGE	heart - mitral valve, adult	
CAGE	heart - mitral valve, adult	
CAGE	heart - pulmonic valve, adult	
CAGE	heart - pulmonic valve, adult	
CAGE	heart - tricuspid valve, adult	
CAGE	heart - tricuspid valve, adult	
CAGE	throat, adult	
CAGE	throat, adult	
CAGE	Smooth Muscle Cells - Bladder,	
CAGE	Smooth Muscle Cells - Bladder,	
CAGE	testis, adult, pool2	
CAGE	testis, adult, pool2	
CAGE	acute myeloid leukemia (FAB M7) cell line:M-MOK	
CAGE	acute myeloid leukemia (FAB M7) cell line:M-MOK	
CAGE	acute myeloid leukemia (FAB M5) cell line:NOMO-1	
CAGE	acute myeloid leukemia (FAB M5) cell line:NOMO-1	
CAGE	acute myeloid leukemia (FAB M5) cell line:P31/FUJ	
CAGE	acute myeloid leukemia (FAB M5) cell line:P31/FUJ	
CAGE	acute myeloid leukemia (FAB M2) cell line:Kasumi-6	
CAGE	acute myeloid leukemia (FAB M2) cell line:Kasumi-6	
CAGE	acute myeloid leukemia (FAB M0) cell line:KG-1	
CAGE	acute myeloid leukemia (FAB M0) cell line:KG-1	
CAGE	acute myeloid leukemia (FAB M1) cell line:HYT-1	
CAGE	acute myeloid leukemia (FAB M1) cell line:HYT-1	
CAGE	acute myeloid leukemia (FAB M3) cell line:HL60	
CAGE	acute myeloid leukemia (FAB M3) cell line:HL60	
CAGE	acute myeloid leukemia (FAB M4eo) cell line:EoL-1	
CAGE	acute myeloid leukemia (FAB M4eo) cell line:EoL-1	
CAGE	acute myeloid leukemia (FAB M4eo) cell line:EoL-3	
CAGE	acute myeloid leukemia (FAB M4eo) cell line:EoL-3	
CAGE	acute myeloid leukemia (FAB M5) cell line:U-937 DE-4	
CAGE	acute myeloid leukemia (FAB M5) cell line:U-937 DE-4	
CAGE	acute myeloid leukemia (FAB M6) cell line:EEB	
CAGE	acute myeloid leukemia (FAB M6) cell line:EEB	
CAGE	acute myeloid leukemia (FAB M6) cell line:F-36E	
CAGE	acute myeloid leukemia (FAB M6) cell line:F-36E	
CAGE	mesothelioma cell line:NCI-H28	
CAGE	mesothelioma cell line:NCI-H28	
CAGE	mesothelioma cell line:NCI-H226	
CAGE	mesothelioma cell line:NCI-H226	
CAGE	mesothelioma cell line:NCI-H2052	
CAGE	mesothelioma cell line:NCI-H2052	
CAGE	mesothelioma cell line:NCI-H2452	
CAGE	mesothelioma cell line:NCI-H2452	
CAGE	mesothelioma cell line:Mero-14, tech_	
CAGE	mesothelioma cell line:Mero-14, tech_	
CAGE	mesothelioma cell line:Mero-25	
CAGE	mesothelioma cell line:Mero-25	
CAGE	mesothelioma cell line:Mero-41	
CAGE	mesothelioma cell line:Mero-41	
CAGE	mesothelioma cell line:Mero-48a	
CAGE	mesothelioma cell line:Mero-48a	
CAGE	mesothelioma cell line:Mero-82	
CAGE	mesothelioma cell line:Mero-82	
CAGE	mesothelioma cell line:Mero-83	
CAGE	mesothelioma cell line:Mero-83	
CAGE	mesothelioma cell line:Mero-84	
CAGE	mesothelioma cell line:Mero-84	
CAGE	mesothelioma cell line:Mero-95	
CAGE	mesothelioma cell line:Mero-95	
CAGE	mesothelioma cell line:No36	
CAGE	mesothelioma cell line:No36	
CAGE	mesothelioma cell line:ONE58	
CAGE	mesothelioma cell line:ONE58	
CAGE	serous adenocarcinoma cell line:SK-OV-3-R, biol_	
CAGE	serous adenocarcinoma cell line:SK-OV-3-R, biol_	
CAGE	CD4+CD25+CD45RA- memory regulatory T cells,	
CAGE	CD4+CD25+CD45RA- memory regulatory T cells,	
CAGE	CD4+CD25-CD45RA+ naive conventional T cells expanded,	
CAGE	CD4+CD25-CD45RA+ naive conventional T cells expanded,	
CAGE	CD4+CD25+CD45RA+ naive regulatory T cells expanded,	
CAGE	CD4+CD25+CD45RA+ naive regulatory T cells expanded,	
CAGE	CD4+CD25+CD45RA- memory regulatory T cells expanded,	
CAGE	CD4+CD25+CD45RA- memory regulatory T cells expanded,	
CAGE	CD4+CD25-CD45RA+ naive conventional T cells,	
CAGE	CD4+CD25-CD45RA+ naive conventional T cells,	
CAGE	CD14-CD16+ Monocytes,	
CAGE	CD14-CD16+ Monocytes,	
CAGE	CD14+CD16+ Monocytes,	
CAGE	CD14+CD16+ Monocytes,	
CAGE	CD4+CD25-CD45RA- memory conventional T cells expanded,	
CAGE	CD4+CD25-CD45RA- memory conventional T cells expanded,	
CAGE	CD14+CD16- Monocytes,	
CAGE	CD14+CD16- Monocytes,	
CAGE	CD4+CD25+CD45RA+ naive regulatory T cells,	
CAGE	CD4+CD25+CD45RA+ naive regulatory T cells,	
CAGE	CD4+CD25-CD45RA- memory conventional T cells,	
CAGE	CD4+CD25-CD45RA- memory conventional T cells,	
CAGE	acute myeloid leukemia (FAB M0) cell line:Kasumi-3	
CAGE	acute myeloid leukemia (FAB M0) cell line:Kasumi-3	
CAGE	achilles tendon,	
CAGE	achilles tendon,	
CAGE	cerebrospinal fluid,	
CAGE	cerebrospinal fluid,	
CAGE	cruciate ligament,	
CAGE	cruciate ligament,	
CAGE	eye - vitreous humor,	
CAGE	eye - vitreous humor,	
CAGE	eye - muscle superior,	
CAGE	eye - muscle superior,	
CAGE	eye - muscle lateral,	
CAGE	eye - muscle lateral,	
CAGE	eye - muscle medial,	
CAGE	eye - muscle medial,	
CAGE	eye - muscle inferior rectus,	
CAGE	eye - muscle inferior rectus,	
CAGE	Fingernail (including nail plate, eponychium and hyponychium),	
CAGE	Fingernail (including nail plate, eponychium and hyponychium),	
CAGE	optic nerve,	
CAGE	optic nerve,	
CAGE	skeletal muscle - soleus muscle,	
CAGE	skeletal muscle - soleus muscle,	
CAGE	Skin - palm,	
CAGE	Skin - palm,	
CAGE	tongue epidermis (fungiform papillae),	
CAGE	tongue epidermis (fungiform papillae),	
CAGE	Urethra,	
CAGE	Urethra,	
CAGE	CD14+ monocytes - treated with BCG,	
CAGE	CD14+ monocytes - treated with BCG,	
CAGE	CD14+ monocytes - treated with IFN + N-hexane,	
CAGE	CD14+ monocytes - treated with IFN + N-hexane,	
CAGE	CD14+ monocytes - treated with Trehalose dimycolate (TDM),	
CAGE	CD14+ monocytes - treated with Trehalose dimycolate (TDM),	
CAGE	CD14+ monocytes - mock treated,	
CAGE	CD14+ monocytes - mock treated,	
CAGE	CD14+ monocytes - treated with Group A streptococci,	
CAGE	CD14+ monocytes - treated with Group A streptococci,	
CAGE	CD14+ monocytes - treated with lipopolysaccharide,	
CAGE	CD14+ monocytes - treated with lipopolysaccharide,	
CAGE	CD14+ monocytes - treated with Salmonella,	
CAGE	CD14+ monocytes - treated with Salmonella,	
CAGE	CD14+ monocytes - treated with Cryptococcus,	
CAGE	CD14+ monocytes - treated with Cryptococcus,	
CAGE	CD14+ monocytes - treated with Candida,	
CAGE	CD14+ monocytes - treated with Candida,	
CAGE	CD14+ monocytes - treated with B-glucan,	
CAGE	CD14+ monocytes - treated with B-glucan,	
CAGE	Hep-2 cells treated with Streptococci strain 5448, biol_	
CAGE	Hep-2 cells treated with Streptococci strain 5448, biol_	
CAGE	Hep-2 cells treated with Streptococci strain JRS4, biol_	
CAGE	Hep-2 cells treated with Streptococci strain JRS4, biol_	
CAGE	Hep-2 cells mock treated, biol_	
CAGE	Hep-2 cells mock treated, biol_	
CAGE	immature langerhans cells,	
